order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,payment_sequential,payment_type,payment_installments,payment_value,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,day_of_week,month
0a3c7a080b1152884a662e6da68906e7,0a788c899a1caa2d6a12019e8828fa88,delivered,2017-06-16 16:51:28,2017-06-16 17:02:57,2017-06-19 19:19:58,2017-06-26 12:07:56,2017-07-06 00:00:00,1,credit_card,4,40.85,b89e8adcd81b4e77d1d67eed240eb456,17455,fernao,SP,1,6c55ba2343f9df32c7f88a468352ff22,6560211a19b47992c3666cc44a7e94c0,2017-06-22 17:02:57,29.0,11.85,relogios_presentes,58.0,167.0,2.0,250.0,16.0,2.0,20.0,Friday,2017-06
01bb5b3cb7df4da98ea2214d083784c4,a3b369b287f0fb3acdbd673d88cc3076,delivered,2017-05-28 15:00:23,2017-05-30 04:50:24,2017-05-30 08:34:01,2017-06-13 13:04:18,2017-06-19 00:00:00,1,boleto,1,52.59,3a54b74d74d5830855a03bbf6edbd70f,14870,jaboticabal,SP,1,476f613bc92f3a20cf80a586fa45a232,da8622b14eb17ae2831f4ac5b9dab84a,2017-06-05 04:50:24,39.9,12.69,cama_mesa_banho,56.0,207.0,1.0,500.0,50.0,11.0,40.0,Sunday,2017-05
4668e269b27ff744f3bd603a9c444d32,61d31d36aac99d19682300bdbbc174ea,delivered,2017-10-31 04:57:41,2017-11-01 12:35:18,2017-11-03 18:47:49,2017-11-09 13:58:40,2017-11-16 00:00:00,1,credit_card,3,167.51,1c72075103f417245b9f15c1287fd6e4,74960,aparecida de goiania,GO,1,165f86fe8b799a708a20ee4ba125c289,7ddcbb64b5bc1ef36ca8c151f6ec77df,2017-11-08 12:32:22,146.99,20.52,cool_stuff,40.0,1456.0,1.0,2425.0,29.0,30.0,19.0,Tuesday,2017-10
177f8b6f0cfd6ef224d0caf1e59d89bd,e1fdfa0695ef19dbfa1018d021dec182,delivered,2018-06-09 16:12:08,2018-06-09 16:29:07,2018-06-14 14:18:00,2018-06-20 16:56:57,2018-07-11 00:00:00,1,credit_card,4,820.24,5beb14f603ed51da383102bce45011a5,74075,goiania,GO,1,f27aff266ad97e75d4a24c893b2c311e,f62d7bb4a613ec758a03342d46b580b2,2018-06-14 16:29:07,750.0,70.24,eletrodomesticos_2,55.0,1345.0,6.0,8850.0,45.0,33.0,35.0,Saturday,2018-06
65bb139b1cb6db9d99a350fa4a7d68f0,5855110e604705924d9b962fbbf732d0,delivered,2017-08-08 19:42:43,2017-08-08 19:55:18,2017-08-09 19:27:57,2017-08-12 14:14:37,2017-08-21 00:00:00,1,credit_card,9,99.34,46ac99709b2497c52b0b8ec5301982ee,6437,barueri,SP,1,764292b2b0f73f77a0272be03fdd45f3,bd23da7354813347129d751591d1a6e2,2017-08-14 19:55:18,89.9,9.44,moveis_decoracao,56.0,701.0,5.0,750.0,30.0,30.0,11.0,Tuesday,2017-08
0d68ee25f75190aba2b49bf9f25f8f6a,a99b357b78ddae5103238dedb322cf49,delivered,2018-08-11 11:20:07,2018-08-11 11:30:11,2018-08-14 10:22:00,2018-08-24 20:12:55,2018-09-12 00:00:00,1,credit_card,1,153.1,44e138a6fbc2aa209da0337fe56563b7,88062,florianopolis,SC,1,19c91ef95d509ea33eda93495c4d3481,06a2c3af7b3aee5d69171b0e14f0ee87,2018-08-24 11:30:11,122.99,30.11,beleza_saude,50.0,1257.0,1.0,700.0,25.0,12.0,19.0,Saturday,2018-08
3d4c76f6e4847a2c342255c5467d3996,49f01e29f5e9bdfaf9bba51914425131,delivered,2018-01-27 23:39:20,2018-01-27 23:55:54,2018-01-30 18:33:07,2018-02-15 19:29:05,2018-02-22 00:00:00,1,credit_card,4,357.81,9d957f062ef766f8ce47da8a47b19caf,88330,balneario camboriu,SC,1,7099b88be79102f4ec1fb1410b28d466,abe42c5d03695b4257b5c6cbf4e6784e,2018-01-31 23:55:54,339.0,18.81,beleza_saude,56.0,783.0,5.0,500.0,27.0,14.0,23.0,Saturday,2018-01
4a3b5641ebdc66e5c3c2a2d2e6633587,bef3b7e0d09c81ece65cc174475bb2f8,delivered,2017-08-01 16:52:42,2017-08-01 17:05:20,2017-08-03 13:47:39,2017-08-10 20:42:55,2017-08-21 00:00:00,1,credit_card,1,31.75,72fbda3a8f7ddbe9247958d80e7621db,19600,rancharia,SP,1,d66c729cd3b64c98515a18898c6b65c3,d91fb3b7d041e83b64a00a3edfb37e4f,2017-08-07 17:05:20,19.9,11.85,eletrodomesticos,56.0,80.0,1.0,100.0,20.0,13.0,15.0,Tuesday,2017-08
7969cdbcf6e0f319751fd9a0c1994400,d9c91b17b789d306e319ab6fa9140346,delivered,2017-10-18 18:46:59,2017-10-18 19:09:15,2017-10-23 20:55:03,2017-10-31 21:51:49,2017-11-07 00:00:00,1,boleto,1,168.51,fc679e45270d2f97d8e43b7ec70f6d68,28910,cabo frio,RJ,1,4413a608a42bd21bbf9d5abbd58c249a,7ddcbb64b5bc1ef36ca8c151f6ec77df,2017-10-24 19:09:15,146.99,21.52,cool_stuff,57.0,1620.0,1.0,2350.0,16.0,40.0,16.0,Wednesday,2017-10
037fdead4ade679aec8ee3dc6a75368c,f95370ea34c6c1e0dc4cc99480858a54,delivered,2018-05-03 14:12:52,2018-05-03 14:32:36,2018-05-14 15:01:00,2018-05-23 18:54:51,2018-05-25 00:00:00,1,credit_card,3,95.4,5273449e12a174a67f5423126de96435,29160,serra,ES,1,f8077831f3c3f393fb67b93c5acd8daf,213b25e6f54661939f11710a6fddb871,2018-05-09 14:30:56,75.9,19.5,casa_construcao,57.0,921.0,7.0,750.0,16.0,20.0,16.0,Thursday,2018-05
ef619b0959105492c5adfe3ba5a2fb9f,ee21cabc2fbf0d2b8f7d85d7312302fd,delivered,2017-12-12 15:26:09,2017-12-12 15:50:41,2017-12-15 19:21:49,2018-01-03 14:02:57,2018-01-09 00:00:00,1,credit_card,6,85.15,11ebea68a1046fa3268cb278df2c4f31,29042,vitoria,ES,1,a0eef953cb25bc9ae40457e1c3c82946,5a8e7d5003a1f221f9e1d6e411de7c23,2017-12-19 15:50:41,69.9,15.25,moveis_decoracao,52.0,1559.0,4.0,700.0,68.0,8.0,13.0,Tuesday,2017-12
313ecdf6cb87d671335ffbd49eeb13c9,7068851c14a0be8052b9a4bc4586b684,delivered,2017-06-10 13:07:03,2017-06-13 04:10:26,2017-06-14 17:48:14,2017-06-29 15:15:55,2017-07-07 00:00:00,1,boleto,1,116.04,3f97fa38eb164cf852487312f1c72b26,25243,duque de caxias,RJ,1,3ba2b0de14984ce8f072c58be8d701dd,3ca08eeb8d5595949fed424bd3677742,2017-06-19 04:10:26,99.9,16.14,brinquedos,59.0,1164.0,4.0,6133.0,44.0,35.0,48.0,Saturday,2017-06
bb7817474bcd6bb7ddfeb4180a5a61d3,135a5956797e7322fb86fa4925b1463d,delivered,2018-02-21 21:01:47,2018-02-21 21:10:29,2018-02-24 17:51:54,2018-03-05 10:51:39,2018-03-16 00:00:00,1,credit_card,1,45.09,83bbdfc5767b40bda08721ba85b619a8,35195,belo oriente,MG,1,1629b469d01aadb4f92644039ad17d5c,ea8482cd71df3c1969d7b9473ff13abc,2018-02-27 21:10:29,29.99,15.1,telefonia,59.0,776.0,6.0,300.0,17.0,4.0,12.0,Wednesday,2018-02
851edd7bad3021e86dd7fa72e9a5688a,904c9a7f393dd1602377ebac952caf80,delivered,2017-07-14 14:34:28,2017-07-14 16:35:13,2017-07-18 19:03:23,2017-07-26 20:23:24,2017-08-11 00:00:00,1,debit_card,1,165.48,b0227107dc3db57d38d11a09273327ce,1316,sao paulo,SP,1,fe077ec80df6b4ee60bb4498d5ab1962,87142160b41353c4e5fca2360caf6f92,2017-07-24 16:35:13,149.0,16.48,informatica_acessorios,56.0,195.0,1.0,200.0,16.0,15.0,15.0,Friday,2017-07
6cd5caac0c1958404675f8cc9804355b,964d237d2759ea48aa2dfac1602cd550,delivered,2017-11-30 10:12:41,2017-12-02 02:51:15,2017-12-04 21:22:31,2017-12-08 22:14:23,2017-12-27 00:00:00,1,boleto,1,105.07,1141580f2927c2954ecebbb621eafe02,29060,vitoria,ES,1,8844bd4b8ca8f93603694ca2bceb77e9,cc419e0650a3c5ba77189a1882b7556a,2017-12-08 02:51:15,84.99,20.08,beleza_saude,49.0,1513.0,3.0,900.0,33.0,17.0,12.0,Thursday,2017-11
b562335292868936c122b33bf8485b13,92cefd7ba82a01c6d48661c32586f454,delivered,2018-07-23 17:14:18,2018-07-24 17:10:17,2018-07-25 15:09:00,2018-07-30 13:12:23,2018-08-06 00:00:00,1,credit_card,2,531.16,6ae137e770f4b67cdd1326b13b358181,5319,sao paulo,SP,1,310b40ec41fbfc061e5309006482e68a,527801b552d0077ffd170872eb49683b,2018-07-26 17:10:17,514.9,16.26,livros_interesse_geral,59.0,179.0,1.0,500.0,18.0,16.0,16.0,Monday,2018-07
f1ec76883496424477c5c8162558a911,10f60e8d488a61d0bb9c2aed77db5957,delivered,2017-03-02 11:11:45,2017-03-03 02:10:12,2017-03-08 09:50:35,2017-03-15 15:19:48,2017-03-27 00:00:00,1,boleto,1,68.62,0663999f33587a57ed5b648b7c569f77,37970,pratapolis,MG,1,7b66dd141e94feae8c845e69fa60ac9f,1b8356dabde1d35e17cef975c3f82730,2017-03-10 11:11:45,49.99,18.63,esporte_lazer,57.0,752.0,1.0,1200.0,25.0,20.0,20.0,Thursday,2017-03
d7d3a4c2c9adeb4eb48ee89382f89a87,595698b5f1c1d1d0118057e3ae454058,delivered,2018-05-01 21:36:26,2018-05-01 21:51:38,2018-05-03 08:40:00,2018-05-08 16:12:16,2018-05-22 00:00:00,1,credit_card,2,33.23,50ba69e2245e99acaadb99b018ba505c,36400,conselheiro lafaiete,MG,1,7f4f22d5b992917ff6895cc0898ca796,7d456afc660226829370f3173d14520c,2018-05-07 21:51:38,15.0,18.23,market_place,41.0,248.0,3.0,50.0,18.0,8.0,18.0,Tuesday,2018-05
4faf80dc9fb66032ad2dfb5a78c2c56b,2c9948887f75cb26e1831f13d88676cc,delivered,2018-04-02 18:52:25,2018-04-02 19:08:01,2018-04-03 23:29:42,2018-04-09 14:26:44,2018-04-25 00:00:00,1,credit_card,1,203.69,ee07acbbdcae6527297281fbd36774e3,70670,brasilia,DF,1,01cf56cd6138b926a4802d16fc304149,06e5eefc71ec47ae763c5c6f8db7064f,2018-04-06 19:08:01,179.93,23.76,eletronicos,43.0,3023.0,6.0,100.0,16.0,16.0,16.0,Monday,2018-04
5756c4e74ecff88dc1447cb5da9411ec,1b971c95893767cdf1cd202fcb892bcd,delivered,2017-06-25 16:57:24,2017-06-25 17:05:17,2017-06-26 14:46:44,2017-06-28 17:13:51,2017-07-07 00:00:00,1,voucher,1,47.68,3d286c8d1103ceb489815f4b99e47a10,12320,jacarei,SP,1,aa280035c50ba62c746480a59045eec4,fa40cc5b934574b62717c68f3d678b6d,2017-06-29 17:05:17,39.9,7.78,brinquedos,56.0,678.0,3.0,200.0,16.0,8.0,11.0,Sunday,2017-06
231f4f9f13fd282b6e1b00f4c7a3cb2c,ba0fefcb2638aa7ac95763634110c854,delivered,2017-08-15 13:30:12,2017-08-16 15:24:42,2017-08-17 19:50:07,2017-09-01 22:13:56,2017-09-06 00:00:00,1,credit_card,10,636.74,297e280f30dfc1ac59db63ab7d98b87f,83215,paranagua,PR,1,5f504b3a1c75b73d6151be81eb05bdc9,834f3294fba9f932f56edc879193f925,2017-08-22 15:24:42,572.0,64.74,cool_stuff,38.0,1176.0,3.0,15350.0,47.0,40.0,47.0,Tuesday,2017-08
bb965992d20f51fbc192608be1cd052f,7fc98528575262be7b869a96d2a9fe69,delivered,2018-07-29 18:16:54,2018-07-29 18:25:15,2018-08-01 12:14:00,2018-08-06 18:56:49,2018-08-09 00:00:00,1,credit_card,1,144.82,1206ee465feda962d43593b17d2f6fb0,13450,santa barbara d'oeste,SP,1,8fc803c7d0a99a53798c7896a7c1e93c,cc63f0dd2acba93ffed4fe9f8e0321fa,2018-08-02 18:25:15,126.8,18.02,utilidades_domesticas,41.0,786.0,3.0,2600.0,40.0,21.0,25.0,Sunday,2018-07
627c1c31327bda6f11b5e7c613f1d366,75e6c4cd1f1a7a1b4e1ffbc53a3942ee,delivered,2017-07-10 19:32:51,2017-07-10 19:45:15,2017-07-11 20:06:30,2017-07-17 17:13:45,2017-08-01 00:00:00,1,credit_card,1,180.45,164ac08c481020ea7f994bab2309b647,22290,rio de janeiro,RJ,4,0bc5e6c957486577f11519bf36577b38,1eade46fba20122dc4aefb379f8c636b,2017-07-14 19:45:15,21.99,14.1,beleza_saude,31.0,1356.0,2.0,525.0,21.0,18.0,16.0,Monday,2017-07
f376081d7c5f1767fbc7fae2d19ca32e,d68901955dc622165460ba6cb4ac49f3,delivered,2017-03-28 16:03:34,2017-03-28 16:15:15,2017-03-29 13:23:55,2017-03-31 10:07:25,2017-04-17 00:00:00,1,credit_card,1,309.72,daf7dfe5576b8c581e8353aa8608a008,12954,atibaia,SP,2,04a4e9d8c0dc6b2b4b8e24ea78a8f318,385799a1cddbd26dfeb9157356a42282,2017-04-03 16:15:15,91.99,13.5,esporte_lazer,57.0,723.0,1.0,500.0,50.0,12.0,18.0,Tuesday,2017-03
975cb77712bd0680ba72f72f842db285,e39dc53b86f3f80d0d47279856748b30,delivered,2018-01-22 21:20:53,2018-01-22 21:35:19,2018-01-25 04:23:59,2018-01-29 13:11:49,2018-02-14 00:00:00,1,credit_card,1,82.91,535835e982913fdbc36acd896bc0ae8f,8561,poa,SP,1,c8181e8e724bc31ef26d58c63f9898f7,c0098efcf800861dcae589affca31408,2018-01-26 21:35:19,69.4,13.51,automotivo,57.0,255.0,1.0,1200.0,20.0,20.0,20.0,Monday,2018-01
26bb01f8da89d1db61bdb339788731b8,91bb51bb101920d40690c2275e630cf1,delivered,2017-03-09 10:49:48,2017-03-09 10:49:48,2017-03-09 14:38:57,2017-03-14 11:01:05,2017-04-03 00:00:00,1,credit_card,1,146.09,15e7e4d87c7e7efd6a32b9dc8704d675,79041,campo grande,MS,1,30469bb5ea377eae7121981e2f0778e4,80e6699fe29150b372a0c8a1ebf7dcc8,2017-03-15 10:49:48,113.0,33.09,esporte_lazer,57.0,574.0,4.0,5950.0,20.0,30.0,80.0,Thursday,2017-03
777d466afbadf685826ca5de0e152684,0e8c082d3f791f7a8e681a8afbb3853b,delivered,2017-06-06 12:38:42,2017-06-06 13:42:50,2017-06-08 15:06:02,2017-06-13 15:22:37,2017-06-27 00:00:00,1,credit_card,1,29.18,a8ab97640701ddc0655b8a0011983752,5623,sao paulo,SP,1,7fdbc1ecf5fdf5c98d9b14e110133eb3,a17f621c590ea0fab3d5d883e1630ec6,2017-06-12 13:41:59,17.33,11.85,esporte_lazer,57.0,649.0,1.0,213.0,16.0,10.0,13.0,Tuesday,2017-06
4fd95287834e5721e6dd034110ea149e,42bba93a239353f2f8a7b64aa68efd24,delivered,2017-07-11 19:40:55,2017-07-11 19:55:23,2017-07-12 16:26:52,2017-07-18 17:29:17,2017-07-31 00:00:00,1,credit_card,1,35.85,8269272a8563f6aef0732d86de79f2a4,13401,piracicaba,SP,1,0a9e2c135ec43f84cc6c583695531d68,10076e5788b8ee532724bcd460baf762,2017-07-17 19:55:23,24.0,11.85,cool_stuff,33.0,385.0,2.0,50.0,20.0,6.0,15.0,Tuesday,2017-07
aea5a3457f531f97bc2b4a7cccbc1275,72e52fa2842a1f436977fd4a332dc199,delivered,2018-08-17 19:10:14,2018-08-17 19:30:10,2018-08-20 14:31:00,2018-08-27 15:29:03,2018-09-06 00:00:00,1,credit_card,2,125.93,a58f644f46a601e9799151f14abd9ea6,71882,brasilia,DF,1,d57afe143925aa9890073159f1e99ad2,056b4ada5bbc2c50cc7842547dda6b51,2018-08-22 19:30:10,109.99,15.94,relogios_presentes,54.0,438.0,1.0,250.0,16.0,2.0,11.0,Friday,2018-08
d51f97f3f8d01fd8500e1a113a7f13b6,40664536db090f451e6d4c8d5782cae6,delivered,2017-11-16 14:21:39,2017-11-16 14:35:26,2017-11-23 20:37:50,2017-11-26 14:58:17,2017-11-29 00:00:00,1,credit_card,8,148.89,13734c565ae46c49db28f97997bbcb44,4311,sao paulo,SP,1,2e0a8fea09b84a86e1fef3fcdf244668,46dc3b2cc0980fb8ec44634e21d2718e,2017-11-22 14:35:26,89.99,58.9,esporte_lazer,57.0,597.0,4.0,7750.0,52.0,22.0,32.0,Thursday,2017-11
db655922543a6cebb4a48f8290405a60,26c94ffc59144c1c520e561a857ebbc1,delivered,2018-06-14 18:41:13,2018-06-14 18:58:09,2018-06-15 14:44:00,2018-06-22 17:42:16,2018-07-13 00:00:00,1,credit_card,8,290.86,5b6cd16f8b762089b7cf967550a629f0,79060,campo grande,MS,1,698b3ddae2f0b80c2a48fb40624ca4e4,0241d4d5d36f10f80c644447315af0bd,2018-06-18 18:58:09,249.9,40.96,moveis_decoracao,55.0,408.0,1.0,8150.0,52.0,18.0,35.0,Thursday,2018-06
a77391cdf600460b495855e76f6938c8,63a8b0b5f3e4542aba902611b5f4655b,delivered,2018-07-15 23:40:46,2018-07-16 00:35:17,2018-07-16 13:09:00,2018-07-20 15:12:01,2018-08-03 00:00:00,1,credit_card,5,63.33,17adf928f6a69dc03349de2d9abed258,37557,pouso alegre,MG,1,d8a77723111124b921fd73b3914e8cbb,0241d4d5d36f10f80c644447315af0bd,2018-07-18 00:35:17,39.9,23.43,moveis_decoracao,56.0,258.0,1.0,900.0,40.0,3.0,30.0,Sunday,2018-07
78cdbeb2b6df14128f5de0a1d2c70561,dfe763af2bf0e6285b927a89abe32019,delivered,2017-09-22 23:09:49,2017-09-22 23:24:40,2017-09-27 18:29:40,2017-09-28 18:27:44,2017-10-09 00:00:00,1,credit_card,4,40.11,4be1583defacacfea129170626a62569,13607,araras,SP,1,f8b8f8501a0656a7ad4c52d3982b2f2e,53e4c6e0f4312d4d2107a8c9cddf45cd,2017-09-27 23:24:40,32.0,8.11,utilidades_domesticas,48.0,605.0,1.0,1050.0,25.0,25.0,35.0,Friday,2017-09
cab82738404ec4bf9389ddd56a7aa784,06656bf78bcb39c3852e16abd900c1f2,delivered,2017-07-31 23:07:50,2017-08-01 00:45:21,2017-08-01 18:19:26,2017-08-02 21:07:37,2017-08-11 00:00:00,1,credit_card,8,174.41,e55edfb92c19a7c7836068f345250c87,2227,sao paulo,SP,1,58498763fb69f0f0bd09bad43b2ee3f4,bacb1f0ed56ad24198f5810d2b3fe9a5,2017-08-07 00:45:21,159.9,14.51,cool_stuff,46.0,560.0,4.0,2800.0,16.0,34.0,48.0,Monday,2017-07
1974ffc6d3d8f6e9d8f82fcffa4be2a5,55d5c5b97b647fff11ad419df03dc35e,delivered,2018-07-18 14:09:47,2018-07-18 14:25:20,2018-07-19 14:35:00,2018-07-21 18:47:42,2018-07-30 00:00:00,1,credit_card,1,37.37,8d0eac4be45354dab72a1a423e9f966a,6550,pirapora do bom jesus,SP,1,e0cf79767c5b016251fe139915c59a26,da8622b14eb17ae2831f4ac5b9dab84a,2018-07-23 14:25:20,29.9,7.47,beleza_saude,55.0,388.0,1.0,250.0,16.0,5.0,15.0,Wednesday,2018-07
c382d84d35f4d874b1f1c372f4bde27c,59168d27c5da6a50e3d1f03d482e80b2,delivered,2018-07-20 09:42:40,2018-07-20 15:05:22,2018-07-23 11:53:00,2018-07-27 11:54:15,2018-08-14 00:00:00,1,boleto,1,161.37,393c2ace23a135d0bcc7e70167448e16,47800,barreiras,BA,1,731cf6fbf44cc64a9583fabe2c00750e,398cb257329ef7af7f1943a8974a3cbc,2018-08-01 15:05:22,145.9,15.47,bebidas,49.0,1879.0,1.0,2250.0,16.0,28.0,16.0,Friday,2018-07
9a0a251a3ac90a0e31fe227f08520cb4,f60343ab919f4c92c6684d9fff0ed1ee,delivered,2018-04-27 13:33:36,2018-04-27 13:53:04,2018-04-30 08:22:00,2018-05-08 22:52:07,2018-05-24 00:00:00,1,credit_card,3,74.29,7d301c7cfc8f8c7a4c1d96a7ed83198b,74786,goiania,GO,1,624a104988a613eba3eae6cd9132d397,33a6f4b1e7cdc205511e76ba1b6e0186,2018-05-04 13:53:04,59.0,15.29,cama_mesa_banho,49.0,330.0,1.0,450.0,59.0,13.0,38.0,Friday,2018-04
534a285e4e770b1bfbb710c8d45ea5b7,ae2636b5230540a5c04969749d4c0b86,delivered,2018-06-14 09:13:37,2018-06-14 10:08:30,2018-06-15 14:58:00,2018-06-21 21:38:29,2018-07-13 00:00:00,1,credit_card,4,627.58,0a7e10b47442388ccad9158bc3a59a98,78048,cuiaba,MT,1,53d8ee87caa1a2320c66074ff9c99e61,966cb4760537b1404caedd472cc610a5,2018-06-21 09:30:59,599.99,27.59,relogios_presentes,55.0,1457.0,5.0,500.0,20.0,19.0,17.0,Thursday,2018-06
80db8ac25fb7d41df0043cb440bb659f,8616b556cb8b60821573f069b4b510d1,delivered,2017-11-26 16:47:06,2017-11-28 03:47:33,2017-11-28 23:28:26,2017-12-04 22:48:49,2017-12-22 00:00:00,1,boleto,1,226.9,2df6d3a456f787db17dabcc23884250e,17690,bastos,SP,1,ed5666106b8fb47b57c4b2c5f67a755b,2addf05f476d0637864454e93ba673d5,2017-12-05 03:47:33,209.0,17.9,informatica_acessorios,36.0,957.0,3.0,200.0,16.0,9.0,12.0,Sunday,2017-11
